"RAZÃO SOCIAL";"NOME FANTASIA";"CNPJ";"NATUREZA JURIDICA";"DATA INICIO OPERAÇÃO";"PORTE";"SITUAÇÃO";"TIPO ATIVIDADE";"SUBTIPO ATIVIDADE";"CEP";"UF";"LOCALIDADE";"BAIRRO";"LOGRADOURO";"TELEFONE";"FAX";"E-MAIL2";"E-MAIL3";"SITE";"CÓDIGO CERTIFICADO";"CÓDIGO E DESCRIÇÃO CNAE";"SERVIÇOS";"SEGMENTOS TURISTICOS";"LINGUAS"
TIAGO DE BARROS OLIVEIRA 10728233908;AVENTURISMO;"24.939.008/0001-86";Microempreendedor Individual (MEI);;Mei;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;84.290.000;PR;Sapopema;Sapopema;AV. SALVADOR TOMAZ DE FARIAS, 395;(43) 98453-9106;;tiago_sapopema@hotmail.com;;;"18.088975.75.0001-1";"7911-2/00-TURISMO; AGÊNCIA DE (Primário), 7912-1/00-OPERAÇÃO DE TURISMO; SERVIÇOS DE (Secundário), 7911-2/00-AGENCIAMENTOS TURÍSTICOS; SERVIÇOS DE (Secundário), 9329-8/99-OUTRAS ATIVIDADES DE RECREAÇÃO E LAZER NÃO ESPECIFICADAS ANTERIORMENTE     (Secundário)";Arvorismo ,Caminhadas ,Escalada ,Rapel ,Tirolesa ,Visitas as atividades agropecuárias/de transformação das propriedades rurais ,Montanhismo ,Cavalgadas ,Enoturismo;Turismo de Aventura,Turismo de Esporte,Turismo Rural;Inglês
MARINA MARIA DE SA BARBOSA VOLPI - ME;VOLPITUR VIAGENS E TURISMO;"12.914.423/0001-04";Empresa Individual (EIRELI);;Empresa de Pequeno Porte;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;76.804.021;RO;Porto Velho;São Cristóvão;AVENIDA CARLOS GOMES, 2651;(69) 3222-0162;;alinejvh@gmail.com;;;"21.076454.75.0001-0";"7911-2/00-AGENCIAMENTOS TURÍSTICOS; SERVIÇOS DE (Primário), 7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Secundário), 7912-1/00-ORGANIZAÇÃO DE EXCURSÕES; SERVIÇOS DE (Secundário), 7990-2/00-BILHETES DE PASSAGEM PARA QUALQUER FINALIDADE; VENDA DE (Secundário), 7911-2/00-INTERMEDIÁRIO NA VENDA DE PASSAGENS AÉREAS (Secundário), 7911-2/00-PACOTES DE VIAGEM; VENDA DE (Secundário), 7911-2/00-PROGRAMAS E PACOTES TURÍSTICOS; VENDAS DE (Secundário), 7911-2/00-RESERVA DE HOTEL; SERVIÇOS DE (Secundário), 7912-1/00-ORGANIZAÇÃO DE PACOTES DE VIAGEM; SERVIÇOS DE (Secundário), 7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Secundário), 7912-1/00-ORGANIZADORES DE VIAGEM; SERVIÇOS DE (Secundário), 7912-1/00-OPERADORES TURÍSTICOS (Secundário)";Turismo Religioso (ou visitas a espaços e eventos religiosos) ,Turismo Gastronômico (ou visitas gastronômicas) ,Turismo Místico/Esotérico (ou visita a lugares místicos ou esotéricos);Turismo de Negócios e Eventos;Espanhol ,Inglês
BOCA DA ONÇA ECOTOUR LTDA - ME;BOCA DA ONÇA ECOTOUR;"03.373.470/0001-99";Sociedade Empresária;"01/02/2000";Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;79.390.000;MS;Bodoquena;Bodoquena;ROD. BODOQUENA PARA BONITO, S/N - KM 26;(67) 3255-1337;(67) 99606-4031;cristiano@bocadaonca.com.br;;www.bocadaonca.com.br;"12.016840.75.0001-5";"7990-2/00-TURISMO LOCAL; PROMOÇÃO DE (Primário)";Caminhadas ,Rapel ,Observação da fauna ,Observação da flora;Ecoturismo,Turismo de Aventura,Turismo de Esporte;Espanhol ,Francês ,Inglês
RITA LOPES BAR LANCH0NETE E RESTAURANTE LTDA ME;BARLAVENTO;"36.185.866/0001-61";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;23.968.000;RJ;Ilha Grande;Ilha Grande;AV NACIB MONTEIRO DE QUEIROZ, 707;(24) 8819-2344;;riabaptista@hotmail.com;;;"19.083742.75.0001-9";"7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Secundário)";Passeios em barcos e lanchas;;Espanhol ,Francês ,Inglês
MACÇÃ INDUSTRIA E COMÉRCIO DE DESIDRATADOS LTDA EPP;BARRAQUINHA;"81.168.809/0002-00";Sociedade Empresária;"15/09/2004";Empresa de Pequeno Porte;Em Operação;Prestador Especializado em Segmentos Turísticos;Venda ou Locação de Produtos e Equipamentos;89.580.000;SC;Fraiburgo;Fraiburgo;AV. RENE FREY, 854;(49) 3246-6404;(47) 3522-7768;cladianaa@hbinfo.com.br;;www.ldoturismo.com.br;"24.041892.75.0002-1";"4789-0/01-ARTIGOS DE ARTESANATO; COMÉRCIO VAREJISTA (Primário)";Venda de Artigos de Artesanato;;Nenhuma das Opções
SOLAR DA ÁGUIA TURISMO RURAL E EVENTOS LTDA - ME;SOLAR DA ÁGUIA;"01.579.202/0001-00";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Serviços de Treinamento, Instrução ou Qualificação;72.592.201;DF;Santa Maria;Residencial Santos Dumont;DF 001 KM 43 LOTE 04 ÁREAS ISOLADAS;(61) 3395-1750;(61) 3395-1750;solardaaguiarinaved@hotmail.com;;www.solardaaguia.com.br;"07.047357.75.0001-9";"5611-2/01-A QUILO; SERVIÇO DE ALIMENTAÇÃO (Primário), 8230-0/02-CASA DE FESTAS; GESTÃO DE (Secundário), 5590-6/02-CAMPING; SERVIÇO DE ALOJAMENTO (Secundário), 5620-1/02-SERVIÇOS DE ALIMENTAÇÃO PARA EVENTOS E RECEPÇÕES - BUFÊ (Secundário), 9329-8/99-OUTRAS ATIVIDADES DE RECREAÇÃO E LAZER NÃO ESPECIFICADAS ANTERIORMENTE     (Secundário), 7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Secundário)";Cursos, Treinamentos ou Qualificações para Prestadores de Serviços Turísticos;Ecoturismo,Turismo de Esporte,Turismo Rural;Espanhol ,Francês ,Inglês
PALADINO GESTÃO DE INSTALAÇÕES E ORGANIZAÇÕES DE EVENTOS ESPORTIVOS LTDA;PALADINO  RACING KART;"22.763.120/0001-83";Sociedade Empresária;;Empresa de Médio ou Grande Porte;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;58.322.000;PB;Conde;Conde;RUA PROJETADA, S/N DISTRITO INDUSTRIAL;(83) 98898-1055;;contato@circuitopaladino.com.br;;www.circuitopaladino.com.br;"15.087726.75.0001-6";"9311-5/00-CAMPOS DE GOLFE; GESTÃO DE (Primário), 5611-2/01-SELF-SERVICE; SERVIÇO DE ALIMENTAÇÃO (Secundário)";Turismo Cinematográfico;Turismo de Esporte,Turismo de Negócios e Eventos,Turismo de Sol e Praia;Espanhol
LYG TURISMO EDUCACAO INTERCULTURAL E GESTAO PROFISSIONAL LTDA EPP;LYG TURISMO EDUCACAO INTERCULTURAL E GESTAO PROFISSIONAL LTDA EPP;"22.509.192/0001-07";Sociedade Empresária;;Empresa de Pequeno Porte;Em Operação;Prestador Especializado em Segmentos Turísticos;Serviços de Treinamento, Instrução ou Qualificação;22.410.000;RJ;Rio de Janeiro;Ipanema;RUA VISCONDE DE PIRAJA 330 LOJA 203;(21) 3923-5734;;lcoelho@worldstudy.com.br;;worldstudy.com.br;"19.083954.75.0001-0";"7912-1/00-OPERAÇÃO DE TURISMO; SERVIÇOS DE (Secundário), 7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Secundário)";Cursos, Treinamentos ou Qualificações para Prestadores de Serviços Turísticos;Turismo Cultural,Estudos e Intercâmbio;
ROBERTA ODETE DA SILVA 34209822833;HARD ROCK CAFE ARTESANATO;"24.752.805/0001-50";Microempreendedor Individual (MEI);;Mei;Em Operação;Prestador Especializado em Segmentos Turísticos;Venda ou Locação de Produtos e Equipamentos;12.830.000;SP;São José do Barreiro;São José do Barreiro;PRAÇA CORONEL CUNHA LARA, 59;(12) 99151-9895;;rockcafeartesanato@outlook.com;;;"26.085917.75.0001-1";"5611-2/03-ALIMENTAÇÃO SEM SERVIÇO COMPLETO; SERVIÇO DE (Primário), 5611-2/02-BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS (Secundário), 4789-0/01-ARTIGOS DE ARTESANATO; COMÉRCIO VAREJISTA (Secundário)";Venda de Artigos de Artesanato;Turismo de Aventura,Turismo Cultural,Turismo Rural;Inglês
J G DA SILVA - EVENTOS - ME;CHACARA 7 E ESCOLINHA DE FUTEBOL BOLA NA REDE;"18.429.793/0001-24";Empresário Individual (Não MEI);;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Serviços de Treinamento, Instrução ou Qualificação;74.973.050;GO;Aparecida de Goiânia;Setor Serra Dourada;RUA ATANAGILDO FRANÇA SN QD. 24 LT. 07 SETOR SERRA DOURADA - 2 ª ETAPA;(62) 3283-8424;(62) 3283-8930;augusto@extac.com.br;;;"09.084060.75.0001-2";"9329-8/99-OUTRAS ATIVIDADES DE RECREAÇÃO E LAZER NÃO ESPECIFICADAS ANTERIORMENTE     (Primário)";Cursos, Treinamentos ou Qualificações para Prestadores de Serviços Turísticos;Turismo de Esporte;Nenhuma das Opções
C  B   DE  OLIVEIRA;AMAZON  RECEPTIVE;"05.437.528/0001-46";Empresário Individual (Não MEI);;Empresa de Pequeno Porte;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;69.022.110;AM;Manaus;Tarumã;RUA  VILA EGA  Nº 193 ;(92) 3304-7879;(92) 3304-7879;orsinejr@gmail.com;;;"03.080514.75.0001-8";"7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Primário), 7912-1/00-OPERADORES TURÍSTICOS (Secundário)";Caminhadas ,Observação da fauna ,Observação da flora ,Passeios em barcos e lanchas ,Turismo Cívico (ou visitas a monumentos e celebrações cívicas);Ecoturismo,Turismo de Esporte,Turismo de Negócios e Eventos;Alemão ,Espanhol ,Italiano ,Francês ,Japonês ,Inglês
AMERICAN TOUR AGÊNCIA DE VIAGENS E TURISMO LTDA - ME;VIP PLACE;"07.345.890/0002-01";Sociedade Empresária;"25/06/2005";Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;31.710.050;MG;Belo Horizonte;Itapoã;RUA  GUMERCINDO COUTO E SILVA, Nº 813                                 ;(31) 3115-9100;(31) 3115-9100;cleberson@americantur.com.br;;WWW.AMERCIANTOUR.COM.BR;"11.010641.75.0002-0";"7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Primário), 7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Secundário)";Turismo Cívico (ou visitas a monumentos e celebrações cívicas);Turismo Cultural,Turismo de Negócios e Eventos;Espanhol ,Francês ,Inglês
MARCELO SCHUNCK GUIMARAES SERVIÇOS SUBMARINOS-ME;ACQUA TURISMO;"22.418.181/0001-03";Empresário Individual (Não MEI);;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;22.010.000;RJ;Rio de Janeiro;Copacabana;AV ATLANTICA, 840 APT 401;(21) 2275-6867;;marceloaround@hotmail.com;;;"19.084884.75.0001-9";"7490-1/02-ESCAFANDRIA E MERGULHO; SERVIÇOS DE (Primário), 9329-8/99-NAÚTICA E LAZER; LOCAÇÃO DE, ALUGUEL DE  (Secundário)";Serviços de Escafandria e Mergulho ,Caminhadas;Turismo de Aventura,Turismo Cultural,Turismo Náutico;Espanhol ,Francês ,Inglês
EMPREENDIMENTOS TURISTICOS SERRA DA BODOQUENA LTDA ME;SERRA DA BODOQUENA ECOTUR;"24.592.193/0001-85";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;79.390.000;MS;Bodoquena;Bodoquena;ROD. MIRANDA/BODOQUENA, KM 60, S/N, FAZENDA BETIONE;(67) 3255-3005;;contato@vanzellatransportes.com.br;;;"12.079776.75.0001-8";"9329-8/99-OUTRAS ATIVIDADES DE RECREAÇÃO E LAZER NÃO ESPECIFICADAS ANTERIORMENTE     (Primário)";Caminhadas ,Tirolesa ,Observação da fauna ,Observação da flora ,Cavalgadas ,Passeios para estâncias hidrominerais, spas, balneários, resort, clínicas naturalistas;Ecoturismo,Turismo de Aventura,Turismo Rural;Espanhol
BSH BRASIL SERVICE & HOLDING LTDA - EPP;BSH BRASIL SERVICE & HOLDING LTDA - EPP;"59.944.710/0001-12";Sociedade Empresária;"02/01/1989";Empresa de Pequeno Porte;Em Operação;Prestador Especializado em Segmentos Turísticos;Serviços de Consultoria;1.451.000;SP;São Paulo;Jardim Paulistano;AV. BRIGADEIRO FARIA LIMA, 1768 CJ 1A - 1 ANDAR;(11) 3093-6188;(11) 3031-3453;financeiro@bshinternational.com;;WWW.BSHINTERNATIONAL.COM;"26.061172.75.0001-4";"7020-4/00-CONSULTORIA NA ADMINISTRAÇÃO DE EMPRESAS (Primário), 7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Secundário)";Serviços de Gestão, Assessoria, Consultoria, Orientação e Assistência Prestados em Projetos Turísticos;Ecoturismo,Turismo de Negócios e Eventos,Turismo de Sol e Praia;Espanhol ,Inglês
FERNANDO MACHADO JUNIOR ME;LUXE TRAVEL NEWS;"20.219.919/0001-88";Empresário Individual (Não MEI);;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Serviços de Consultoria;29.056.243;ES;Vitória;Santa Lúcia;AV. NOSSA SENHORA DA PENHA, 1495, SALA: 1007, EDIF. CORPORATE CENTER, SANTA LUCIA;(27) 3029-1425;;fernandomachadojr@me.com;;www.luxetravel.com.br;"08.085772.75.0001-4";"7911-2/00-AGÊNCIA DE VIAGEM; SERVIÇO DE (Primário), 7912-1/00-OPERAÇÃO DE TURISMO; SERVIÇOS DE (Secundário), 7912-1/00-ORGANIZAÇÃO DE PACOTES DE TURISMO; SERVIÇOS DE (Secundário), 7990-2/00-AGÊNCIA DE VENDA DE INGRESSOS PARA TEATROS, CINEMAS E OUTRAS ATIVIDADES ARTÍSTICAS (Secundário), 8230-0/01-ORGANIZAÇÃO, PRODUÇÃO E PROMOÇÃO DE ENCONTROS E CONGRESSOS, SERVIÇOS DE (Secundário), 7911-2/00-PACOTES DE VIAGEM MARÍTIMA; VENDA DE (Secundário), 8550-3/02-GESTÃO, ASSESSORIA, CONSULTORIA, ORIENTAÇÃO E ASSISTÊNCIA PRESTADOS AO SISTEMA E AO PROCESSO EDUCACIONAL; SERVIÇOS DE (Secundário), 7319-0/04-CONSULTORIA EM MARKETING (Secundário), 7490-1/99-ASSESSORIA E CONSULTORIA EM PROJETOS CULTURAIS (Secundário), 7912-1/00-ORGANIZADORES DE VIAGEM; SERVIÇOS DE (Secundário), 4923-0/02-ALUGUEL DE AUTOMÓVEIS COM CONDUTOR, MUNICIPAL (Secundário)";Consultoria em Marketing ,Serviços de Gestão, Assessoria, Consultoria, Orientação e Assistência Prestados em Projetos Turísticos;Turismo Cultural,Turismo de Negócios e Eventos,Turismo de Sol e Praia;Espanhol ,Inglês
ANDRE TAVARES RODRIGUES 01800392702;GOLDEN FLY RIO;"25.683.140/0001-32";Microempreendedor Individual (MEI);;Mei;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;21.070.170;RJ;Rio de Janeiro;Penha;RUA DIONISIO Nº 130 APT  904;(21) 96456-6118;;goldenflyrio@gmail.com;;www.goldenflyrio.com;"19.086653.75.0001-0";"7990-2/00-TURISMO; SERVIÇOS DE INFORMAÇÃO E ASSISTÊNCIA AO (Primário), 7319-0/04-CONSULTORIA EM MARKETING (Secundário)";Serviços de Vôo Panorâmico ,Clube de Vôo ,Asa delta ,Caminhadas ,Parapente ,Paraquedismo;Ecoturismo,Turismo de Aventura,Turismo de Esporte;Espanhol ,Inglês
PINHEIRO LANCHES E BAZAR LTDA - ME;CASA DO ARTESANATO;"73.767.956/0001-97";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Venda ou Locação de Produtos e Equipamentos;88.790.000;SC;Laguna;Laguna;R PINTO BANDEIRA, 64;(48) 3644-3371;(48) 99690-2447;casadoartesanato@yahoo.com.br;;;"24.086413.75.0001-6";"4789-0/01-ARTIGOS DE ARTESANATO; COMÉRCIO VAREJISTA (Primário)";Venda de Artigos de Artesanato;Turismo Cultural,Turismo de Negócios e Eventos,Estudos e Intercâmbio;
ANA LORI TOILLIER PAULI 46034919991;FAJU SOLUÇÕES TURÍSTICAS;"21.689.445/0001-09";Microempreendedor Individual (MEI);;Mei;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;89.896.000;SC;Itapiranga;Itapiranga;EST ITG 4496, S/N, LINHA CHÁCARA;(49) 9921-7514;(49) 3677-0802;anatoillierpauli@gmail.com;;;"24.087705.75.0001-5";"8592-9/99-ARTESANATO; CURSO, ENSINO DE (Secundário)";Visitas as atividades agropecuárias/de transformação das propriedades rurais ,Passeios em barcos e lanchas ,Turismo Religioso (ou visitas a espaços e eventos religiosos) ,Turismo Gastronômico (ou visitas gastronômicas) ,Passeios para estâncias hidrominerais, spas, balneários, resort, clínicas naturalistas;;Alemão
QUINTA DA ESTÂNCIA GRANDE SÍTIO EDUCACIONAL LTDA - ME;QUINTA DA ESTÂNCIA;"95.269.387/0001-92";Sociedade Empresária;"23/06/1993";Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;94.410.970;RS;Viamão;Centro;EST DA ESTÂNCIA GRANDE  395 ;(51) 3485-1276;(51) 3444-2655;atendimento@quintadaestancia.com.br;rafael@quintadaestancia.com.br;www.quintadaestancia.com.br;"23.030095.75.0001-2";"5510-8/01-HOTEL (Primário), 9321-2/00-PARQUE TEMÁTICO; EXPLORAÇÃO DE (Secundário), 9329-8/99-OUTRAS ATIVIDADES DE RECREAÇÃO E LAZER NÃO ESPECIFICADAS ANTERIORMENTE     (Secundário)";Caminhadas ,Visitas as atividades agropecuárias/de transformação das propriedades rurais ,Cavalgadas;Ecoturismo,Turismo de Aventura,Turismo Cultural;Espanhol ,Inglês
SILVIO SIQUEIRA 02136512897;CONEX;"14.960.102/0001-63";Microempreendedor Individual (MEI);;Mei;Em Operação;Prestador Especializado em Segmentos Turísticos;Serviços de Consultoria;14.340.000;SP;Brodowski;Brodowski;RUA AGOSTINHO GONÇALVES FERNANDES, 60;(16) 3664-2483;;silviobekosiq@hotmail.com;;;"26.080563.75.0001-0";"7990-2/00-TURISMO; SERVIÇOS DE INFORMAÇÃO E ASSISTÊNCIA AO (Primário), 7319-0/04-CONSULTORIA EM PUBLICIDADE E PROPAGANDA (Secundário)";Consultoria em Marketing ,Serviços de Gestão, Assessoria, Consultoria, Orientação e Assistência Prestados em Projetos Turísticos;Turismo Cultural,Turismo de Esporte,Turismo de Negócios e Eventos;Nenhuma das Opções
CHRISTIANO SILVÉRIO DA MOTA PAES - ME;STRAPLESS;"10.853.824/0001-68";Empresário Individual (Não MEI);;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;62.598.973;CE;Jijoca de Jericoacoara;Centro;TRAVESSA EDVAR ESMERINO DA SILVA, S/N - VILA DE JERICOACOARA;(88) 99632-6394;;cadastro@servcon1.com;;;"06.079242.75.0001-9";"7711-0/00-LOCADORA DE AUTOMÓVEIS (Secundário), 8591-1/00-MERGULHO; ENSINO, CURSO, ESCOLA DE (Secundário), 4923-0/02-SERVIÇO DE TRANSPORTE DE PASSAGEIROS - LOCAÇÃO DE AUTOMÓVEIS COM MOTORISTA (Secundário)";Kitesurf;Turismo de Aventura,Turismo de Esporte,Turismo Náutico;Espanhol ,Italiano ,Francês ,Inglês
VIA TRENTO VIAGENS & TURISMO LTDA;VIA TRENTO VIAGENS & TURISMO;"13.432.710/0001-32";Sociedade Empresária;;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;29.650.000;ES;Santa Teresa;Santa Teresa;PRAÇA AUGUSTO RUSCHI, 4;(27) 3259-2590;(27) 99944-2834;jussaramdt@hotmail.com;;www.viatrentoturismo.com.br;"08.041040.75.0001-0";"7990-2/00-AGÊNCIA DE VENDA DE INGRESSOS PARA TEATROS, CINEMAS E OUTRAS ATIVIDADES ARTÍSTICAS (Primário), 7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Secundário), 8230-0/01-SERVIÇOS DE ORGANIZAÇÃO DE FEIRAS, CONGRESSOS, EXPOSIÇÕES E FESTAS (Secundário)";Serviços de Vôo Panorâmico;Turismo Cultural,Turismo de Sol e Praia,Estudos e Intercâmbio;Espanhol ,Italiano
MARCOS ROBERTO NATALINO 19490847879;MRN - CONSULTORIA E NEGÓCIOS;"24.389.582/0001-08";Microempreendedor Individual (MEI);;Mei;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;3.282.001;SP;São Paulo;Vila Ema;AV VILA EMA, 4524  - APT 6;(11) 99287-1657;;acaonaturaltrilheiros@gmail.com;;www.acaonaturaltrilheiros.blospot.com.br;"26.077728.75.0001-0";"7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Secundário)";Caminhadas ,Escalada ,Rafting ,Rapel ,Tirolesa ,Observação da fauna ,Observação da flora ,Observação de formações geológicas ,Espeleoturismo ,Visitas as atividades agropecuárias/de transformação das propriedades rurais ,Montanhismo ,Cavalgadas ,Enoturismo ,Turismo Cívico (ou visitas a monumentos e celebrações cívicas) ,Turismo Religioso (ou visitas a espaços e eventos religiosos) ,Turismo Místico/Esotérico (ou visita a lugares místicos ou esotéricos) ,Passeios para estâncias hidrominerais, spas, balneários, resort, clínicas naturalistas;Ecoturismo,Turismo de Aventura,Turismo Cultural;Nenhuma das Opções
R D SOARES;ECO TURISMO;"11.197.232/0001-06";Empresário Individual (Não MEI);;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;65.580.000;MA;Tutóia;Tutóia;RUA MAGALHÃES DE ALMEIDA, 501 - BARRA;(98) 3479-1838;;majtiago@hotmail.com;;;"10.078213.75.0001-2";"7990-2/00-TURISMO; SERVIÇOS DE INFORMAÇÃO E ASSISTÊNCIA AO (Primário), 4929-9/04-ORGANIZAÇÃO DE EXCURSÕES EM VEÍCULOS RODOVIÁRIOS PRÓPRIOS, INTERESTADUAL (Secundário)";Caminhadas ,Observação da fauna ,Observação da flora ,Turismo fora de estrada em veículos 4 X 4 ou bugue ,Visitas as atividades agropecuárias/de transformação das propriedades rurais ,Passeios em barcos e lanchas ,Pesca embarcada ,Pesque-pague;Ecoturismo,Turismo de Aventura,Turismo Rural;Inglês
D. H. B. DA COSTA - ME;D. H. B. DA COSTA;"28.529.529/0001-16";Empresário Individual (Não MEI);;Microempresa;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;27.580.000;RJ;Itatiaia;Itatiaia;RUA JOAO VIRGINIO DE OLIVEIRA, S/N, LOTE 22, QUADRA 37;(24) 99856-7606;;personamissanga@gmail.com;;www.translotus.com.br;"19.091231.75.0001-2";"9329-8/99-OUTRAS ATIVIDADES DE RECREAÇÃO E LAZER NÃO ESPECIFICADAS ANTERIORMENTE     (Primário)";Observação da fauna ,Observação da flora;Turismo Cultural,Turismo de Negócios e Eventos;Espanhol ,Inglês
AMIGUS PARTICIPAÇÕES SOCIETÁRIAS LTDA;VIVA SHOPPING CENTER;"19.206.786/0001-26";Sociedade Empresária;;Empresa de Pequeno Porte;Em Operação;Prestador Especializado em Segmentos Turísticos;Serviços de Consultoria;59.020.150;RN;Natal;Petrópolis;RUA TRAIRÍ, 656;(84) 4009-4545;(84) 4009-4545;george@hazbun.com.br;ed@hazbun.com.br;www.vivashopping.com.br;"20.059167.75.0001-6";"7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Secundário)";Serviços de Gestão, Assessoria, Consultoria, Orientação e Assistência Prestados em Projetos Turísticos;Turismo Cultural,Turismo de Negócios e Eventos;Espanhol ,Inglês
ALEXSANDRO DA SILVA DE CARVALHO COSTA 34420556870;ARMAZEM;"14.871.600/0001-30";Microempreendedor Individual (MEI);;Mei;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;12.830.000;SP;São José do Barreiro;São José do Barreiro;"RUA CAPITÃO ANTONIO GOME5; N° 59";(21) 97325-6667;;armazemsjb@gmail.com;;;"26.084151.75.0001-5";"4789-0/01-ARTIGOS DE ARTESANATO; COMÉRCIO VAREJISTA (Secundário), 8230-0/01-ORGANIZAÇÃO, PRODUÇÃO E PROMOÇÃO DE EVENTOS, EXCETO CULTURAIS E ESPORTIVOS, SERVIÇOS DE (Secundário)";Turismo Cinematográfico;Turismo Cultural,Turismo de Negócios e Eventos;Inglês
ALEX SANDRO MELO MAGNAGO;ECO VERTICAL;"13.392.283/0001-06";Microempreendedor Individual (MEI);;Mei;Em Operação;Prestador Especializado em Segmentos Turísticos;Operação de Serviços Especializados;29.107.250;ES;Vila Velha;Divino Espírito Santo;RUA MOEMA, 325;(27) 99953-6411;(27) 99953-6411;alex_magnago@hotmail.com;;;"08.081890.75.0001-0";"7990-2/00-SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE  (Primário)";Arvorismo ,Caminhadas ,Escalada ,Rapel ,Tirolesa;Ecoturismo,Turismo de Aventura,Turismo de Esporte;Nenhuma das Opções
